Year,UID,State name,District Name,Aspirational Final,Category name,Class,Gender,Amount of Scholarship,Population (millions)
2023,219101,Bihar,Vaishali,Non-Aspirational,OBC,8,Boys,10000,104.0
2023,219949,Gujarat,VADODARA,Non-Aspirational,Gen,8,Girls,10000,70.0
2023,216572,Andhra Pradesh,CHITTOOR,Non-Aspirational,OBC,9,Girls,10000,
2023,238252,Gujarat,Navsari,Non-Aspirational,ST,8,Girls,10000,70.0
2023,228316,Odisha,Sundargarh,Non-Aspirational,Gen,10,Boys,10000,
2023,238075,Rajasthan,Tonk,Non-Aspirational,ST,7,Girls,10000,80.0
2023,234012,Gujarat,RAJKOT,Non-Aspirational,Gen,8,Boys,10000,70.0
2023,237949,Gujarat,valsad,Non-Aspirational,ST,7,Girls,10000,70.0
2023,216829,Andhra Pradesh,CHITTOOR,Non-Aspirational,OBC,10,Girls,10000,
2023,200468,Chhattisgarh,RAJNANDGAON,Aspirational,OBC,7,Boys,10000,
2023,209652,Chhattisgarh,KONDAGAON,Aspirational,ST,8,Boys,10000,
2023,224960,Karnataka,BELAGAVI,Non-Aspirational,OBC,8,Girls,10000,
2023,227299,Odisha,Cuttack,Non-Aspirational,Gen,9,Boys,10000,
2023,212285,Andhra Pradesh,GUNTUR,Non-Aspirational,Gen,6,Girls,10000,
2023,234186,Karnataka,Bengaluru (Rural&Urban),Non-Aspirational,Gen,8,Boys,10000,
2023,214270,Rajasthan,Jhunjhunu,Non-Aspirational,SC,7,Girls,10000,80.0
2023,234948,Haryana,MAHENDRAGARH,Non-Aspirational,OBC,7,Boys,10000,
2023,238971,Telangana,Jayashankar Bhupalpally,Non-Aspirational,ST,10,Girls,10000,
2023,234329,Maharashtra,NASHIK,Non-Aspirational,Gen,8,Boys,10000,125.0
2023,227816,Chhattisgarh,RAIPUR,Non-Aspirational,Gen,10,Boys,10000,
2023,229202,Odisha,KHORDHA,Non-Aspirational,Gen,9,Girls,10000,
2023,219884,Chhattisgarh,BILASPUR(1),Non-Aspirational,Gen,8,Girls,10000,
2023,221726,Chhattisgarh,Surguja,Non-Aspirational,ST,7,Boys,10000,
2023,209195,Uttar Pradesh,Bijnor,Non-Aspirational,OBC,8,Girls,10000,200.0
2023,198234,Rajasthan,Sirohi,Aspirational,SC,8,Boys,10000,80.0
2023,227749,Bihar,Jehanabad,Non-Aspirational,Gen,10,Boys,10000,104.0
2023,233021,Odisha,KHORDHA,Non-Aspirational,Gen,6,Boys,10000,
2023,224774,Gujarat,Mahisagar,Non-Aspirational,OBC,8,Girls,10000,70.0
2023,218941,Bihar,MADHEPURA,Non-Aspirational,OBC,8,Boys,10000,104.0
2023,231161,Madhya Pradesh,RATLAM,Non-Aspirational,OBC,6,Girls,10000,
2023,207434,Andhra Pradesh,KRISHNA,Non-Aspirational,SC,9,Boys,10000,
2023,214820,Karnataka,Bengaluru (Rural&Urban),Non-Aspirational,OBC,9,Girls,10000,
2023,205376,Madhya Pradesh,Dewas,Non-Aspirational,OBC,10,Boys,10000,
2023,232384,Jharkhand,Pashchimi Singhbhum,Aspirational,ST,8,Girls,10000,
2023,201433,Rajasthan,Chittorgarh,Non-Aspirational,OBC,6,Girls,10000,80.0
2023,234452,Odisha,Kendrapara,Non-Aspirational,Gen,8,Boys,10000,
2023,241054,Madhya Pradesh,SATNA,Non-Aspirational,OBC,8,Boys,10000,
2023,229840,Jammu & Kashmir,anantnag,Non-Aspirational,Gen,10,Girls,10000,
2023,208739,Odisha,KHORDHA,Non-Aspirational,OBC,8,Girls,10000,
2023,238889,Maharashtra,BULDHANA,Non-Aspirational,ST,10,Girls,10000,125.0
2023,232985,Maharashtra,SANGLI,Non-Aspirational,Gen,6,Boys,10000,125.0
2023,199721,Rajasthan,Chittorgarh,Non-Aspirational,OBC,9,Boys,10000,80.0
2023,206223,Maharashtra,NASHIK,Non-Aspirational,SC,6,Boys,10000,125.0
2023,226804,Gujarat,GANDHINAGAR,Non-Aspirational,Gen,9,Boys,10000,70.0
2023,221902,Andhra Pradesh,KRISHNA,Non-Aspirational,ST,8,Boys,10000,
2023,216838,Andhra Pradesh,GUNTUR,Non-Aspirational,OBC,10,Girls,10000,
2023,228321,Rajasthan,Barmer,Non-Aspirational,Gen,10,Boys,10000,80.0
2023,212443,Kerala,MALAPPURAM,Non-Aspirational,Gen,6,Girls,10000,
2023,216108,Telangana,Siddipet,Non-Aspirational,OBC,9,Girls,10000,
2023,238848,Jammu & Kashmir,Udhampur,Non-Aspirational,ST,10,Girls,10000,
2023,203516,Rajasthan,Jaipur,Non-Aspirational,SC,10,Boys,10000,80.0
2023,213353,Rajasthan,Jaipur,Non-Aspirational,ST,9,Girls,10000,80.0
2023,223844,Tamil Nadu,THIRUVARUR,Non-Aspirational,OBC,7,Girls,10000,
2023,212268,Andhra Pradesh,ANANTAPUR,Non-Aspirational,Gen,6,Girls,10000,
2023,227418,Rajasthan,Udaipur,Non-Aspirational,Gen,9,Boys,10000,80.0
2023,241465,Tamil Nadu,Tiruvannamalai,Non-Aspirational,OBC,8,Boys,10000,
2023,220395,Telangana,Adilabad,Non-Aspirational,Gen,8,Girls,10000,
2023,225568,Uttar Pradesh,Etawah,Non-Aspirational,OBC,8,Boys,10000,200.0
2023,212791,Himachal Pradesh,BILASPUR(2),Non-Aspirational,Gen,7,Girls,10000,
2023,216397,Uttarakhand,ALMORA,Non-Aspirational,Gen,8,Boys,10000,
2023,198437,Bihar,nawada,Aspirational,Gen,7,Boys,10000,104.0
2023,218971,Bihar,Nalanda,Non-Aspirational,OBC,8,Boys,10000,104.0
2023,206317,Andhra Pradesh,KURNOOL,Non-Aspirational,SC,7,Boys,10000,
2023,235256,Karnataka,GADAG,Non-Aspirational,OBC,7,Boys,10000,
2023,200346,Bihar,AURANGABAD(1),Aspirational,OBC,7,Boys,10000,104.0
2023,220098,Karnataka,Bengaluru (Rural&Urban),Non-Aspirational,Gen,8,Girls,10000,
2023,212161,Karnataka,HAVERI,Non-Aspirational,ST,10,Boys,10000,
2023,225565,Uttar Pradesh,Etawah,Non-Aspirational,OBC,8,Boys,10000,200.0
2023,204408,Rajasthan,Jhunjhunu,Non-Aspirational,OBC,10,Girls,10000,80.0
2023,199780,Rajasthan,Jhunjhunu,Non-Aspirational,OBC,9,Boys,10000,80.0
2023,217165,Chhattisgarh,Mungeli,Non-Aspirational,OBC,10,Girls,10000,
2023,225102,Karnataka,DHARWAD,Non-Aspirational,OBC,8,Girls,10000,
2023,216402,Uttarakhand,ALMORA,Non-Aspirational,Gen,8,Boys,10000,
2023,199845,Tamil Nadu,Tiruchirappalli,Non-Aspirational,OBC,9,Boys,10000,
2023,211974,Karnataka,YADGIR,Aspirational,OBC,9,Girls,10000,
2023,203915,Punjab,Amritsar,Non-Aspirational,Gen,9,Girls,10000,30.0
2023,221079,Kerala,Ernakulam,Non-Aspirational,Gen,9,Girls,10000,
2023,206114,Karnataka,BAGALKOTE,Non-Aspirational,SC,6,Boys,10000,
2023,232854,Jammu & Kashmir,GANDERBAL,Non-Aspirational,Gen,6,Boys,10000,
2023,205727,Rajasthan,Dungarpur,Non-Aspirational,OBC,10,Boys,10000,80.0
2023,209805,Rajasthan,Dholpur,Aspirational,ST,8,Boys,10000,80.0
2023,214018,Karnataka,Bengaluru (Rural&Urban),Non-Aspirational,OBC,7,Girls,10000,
2023,210835,Andhra Pradesh,Y.S.R.,Aspirational,OBC,7,Girls,10000,
2023,200219,Bihar,GAYA,Aspirational,OBC,6,Boys,10000,104.0
2023,213882,Karnataka,BAGALKOTE,Non-Aspirational,OBC,7,Girls,10000,
2023,224632,Chhattisgarh,RAIGARH,Non-Aspirational,OBC,8,Girls,10000,
2023,231105,Karnataka,UTTARA KANNADA,Non-Aspirational,OBC,6,Girls,10000,
2023,199846,Odisha,Puri,Non-Aspirational,OBC,10,Boys,10000,
2023,231422,Bihar,nawada,Aspirational,OBC,10,Girls,10000,104.0
2023,216031,Telangana,Nirmal,Non-Aspirational,OBC,9,Girls,10000,
2023,217129,Chhattisgarh,DURG,Non-Aspirational,OBC,10,Girls,10000,
2023,221819,Madhya Pradesh,HARDA,Non-Aspirational,ST,7,Boys,10000,
2023,208562,Madhya Pradesh,SHIVPURI,Non-Aspirational,OBC,8,Girls,10000,
2023,217654,Madhya Pradesh,BHOPAL,Non-Aspirational,OBC,10,Girls,10000,
2023,219793,Bihar,BHAGALPUR,Non-Aspirational,Gen,8,Girls,10000,104.0
2023,227815,Chhattisgarh,RAIPUR,Non-Aspirational,Gen,10,Boys,10000,
2023,200314,Uttar Pradesh,Chandauli,Aspirational,OBC,6,Boys,10000,200.0
2023,234062,Himachal Pradesh,Mandi,Non-Aspirational,Gen,8,Boys,10000,
2023,198975,Bihar,Banka,Aspirational,Gen,9,Boys,10000,104.0
2023,202407,Madhya Pradesh,VIDISHA,Aspirational,OBC,8,Boys,10000,
2023,208493,Chhattisgarh,RAIPUR,Non-Aspirational,OBC,10,Boys,10000,
2023,202234,Chhattisgarh,Korba,Aspirational,OBC,8,Boys,10000,
2023,229813,Jammu & Kashmir,JAMMU,Non-Aspirational,Gen,10,Girls,10000,
2023,206841,Andhra Pradesh,WEST GODAVARI,Non-Aspirational,SC,8,Boys,10000,
2023,215366,Madhya Pradesh,AGAR MALWA,Non-Aspirational,OBC,9,Girls,10000,
2023,217278,Himachal Pradesh,MANDI,Non-Aspirational,OBC,10,Girls,10000,
2023,231550,Jharkhand,Purbi Singhbhum,Aspirational,OBC,10,Girls,10000,
2023,237990,Karnataka,DHARWAD,Non-Aspirational,ST,7,Girls,10000,
2023,206072,Andhra Pradesh,KURNOOL,Non-Aspirational,SC,6,Boys,10000,
2023,209127,Telangana,Sangareddy,Non-Aspirational,OBC,8,Girls,10000,
2023,228317,Rajasthan,Barmer,Non-Aspirational,Gen,10,Boys,10000,80.0
2023,240143,Odisha,Ganjam,Non-Aspirational,OBC,9,Boys,10000,
2023,232709,Odisha,Koraput,Aspirational,ST,10,Girls,10000,
2023,202092,Bihar,Begusarai,Aspirational,OBC,8,Boys,10000,104.0
2023,228641,Uttarakhand,nainital,Non-Aspirational,Gen,10,Boys,10000,
2023,241450,Tamil Nadu,Nagapattinam,Non-Aspirational,OBC,8,Boys,10000,
2023,227377,Odisha,Mayurbhanj,Non-Aspirational,Gen,9,Boys,10000,
2023,220452,Tripura,South Tripura,Non-Aspirational,Gen,8,Girls,10000,
2023,201039,Rajasthan,Chittorgarh,Non-Aspirational,SC,7,Boys,10000,80.0
2023,216739,Andhra Pradesh,SPSR NELLORE,Non-Aspirational,OBC,9,Girls,10000,
2023,231371,Andhra Pradesh,Y.S.R.,Aspirational,OBC,10,Girls,10000,
2023,228039,Karnataka,Bengaluru (Rural&Urban),Non-Aspirational,Gen,10,Boys,10000,
2023,241263,Rajasthan,Barmer,Non-Aspirational,OBC,8,Boys,10000,80.0
2023,227125,Madhya Pradesh,SAGAR,Non-Aspirational,Gen,9,Boys,10000,
2023,209119,Telangana,Rangareddy,Non-Aspirational,OBC,8,Girls,10000,
2023,239978,Maharashtra,BHANDARA,Non-Aspirational,OBC,9,Boys,10000,125.0
2023,232230,Odisha,Nabarangpur,Aspirational,ST,7,Girls,10000,
2023,200910,Rajasthan,Jhunjhunu,Non-Aspirational,OBC,8,Girls,10000,80.0
2023,222203,Telangana,Nirmal,Non-Aspirational,ST,8,Boys,10000,
2023,212238,Rajasthan,Udaipur,Non-Aspirational,ST,10,Boys,10000,80.0
2023,235226,Karnataka,DHARWAD,Non-Aspirational,OBC,7,Boys,10000,
2023,237060,Rajasthan,Jaipur,Non-Aspirational,SC,9,Girls,10000,80.0
2023,205756,Rajasthan,Jalore,Non-Aspirational,OBC,10,Boys,10000,80.0
2023,212994,Maharashtra,SANGLI,Non-Aspirational,Gen,7,Girls,10000,125.0
2023,213307,Rajasthan,Jaipur,Non-Aspirational,ST,8,Girls,10000,80.0
2023,198213,Rajasthan,Karauli,Aspirational,OBC,10,Boys,10000,80.0
2023,216302,Telangana,Hyderabad,Non-Aspirational,Gen,8,Boys,10000,
2023,232850,Jammu & Kashmir,Budgam,Non-Aspirational,Gen,6,Boys,10000,
2023,233619,Telangana,Adilabad,Non-Aspirational,Gen,7,Boys,10000,
2023,207917,Uttarakhand,CHAMPAWAT,Non-Aspirational,SC,9,Boys,10000,
2023,220391,Tamil Nadu,Madurai,Non-Aspirational,Gen,8,Girls,10000,
2023,231137,Kerala,KANNUR,Non-Aspirational,OBC,6,Girls,10000,
2023,207061,Karnataka,MANDYA,Non-Aspirational,SC,8,Boys,10000,
2023,216958,Bihar,PASHCHIM CHAMPARAN,Non-Aspirational,OBC,10,Girls,10000,104.0
2023,216750,Andhra Pradesh,SRIKAKULAM,Non-Aspirational,OBC,9,Girls,10000,
2023,221730,Gujarat,BHARUCH,Non-Aspirational,ST,7,Boys,10000,70.0
2023,198380,Jammu & Kashmir,BARAMULLA,Aspirational,Gen,6,Boys,10000,
2023,231444,Chhattisgarh,Korba,Aspirational,OBC,10,Girls,10000,
2023,218513,Karnataka,HASSAN,Non-Aspirational,SC,6,Girls,10000,
2023,207900,Uttar Pradesh,Bulandshahr,Non-Aspirational,SC,9,Boys,10000,200.0
2023,224987,Karnataka,Bengaluru (Rural&Urban),Non-Aspirational,OBC,8,Girls,10000,
2023,231210,Meghalaya,EAST KHASI HILLS,Non-Aspirational,OBC,6,Girls,10000,
2023,221164,Maharashtra,Latur,Non-Aspirational,Gen,9,Girls,10000,125.0
2023,198909,Jharkhand,Purbi Singhbhum,Aspirational,Gen,8,Boys,10000,
2023,201949,Tamil Nadu,Ariyalur,Non-Aspirational,OBC,7,Girls,10000,
2023,218301,Telangana,Yadadri Bhuvanagiri,Non-Aspirational,OBC,10,Girls,10000,
2023,217010,Bihar,Vaishali,Non-Aspirational,OBC,10,Girls,10000,104.0
2023,224956,Karnataka,BELAGAVI,Non-Aspirational,OBC,8,Girls,10000,
2023,198893,Jammu & Kashmir,KUPWARA,Aspirational,Gen,8,Boys,10000,
2023,229758,Haryana,SONIPAT,Non-Aspirational,Gen,10,Girls,10000,
2023,237950,Gujarat,valsad,Non-Aspirational,ST,7,Girls,10000,70.0
2023,205919,Telangana,Siddipet,Non-Aspirational,OBC,10,Boys,10000,
2023,220336,Odisha,Kendrapara,Non-Aspirational,Gen,8,Girls,10000,
2023,240366,Tamil Nadu,Vellore,Non-Aspirational,OBC,9,Boys,10000,
2023,223357,Karnataka,SHIVAMOGGA,Non-Aspirational,OBC,7,Girls,10000,
2023,206109,Himachal Pradesh,SOLAN,Non-Aspirational,SC,6,Boys,10000,
2023,212164,Madhya Pradesh,ANUPPUR,Non-Aspirational,ST,10,Boys,10000,
2023,217263,Haryana,MAHENDRAGARH,Non-Aspirational,OBC,10,Girls,10000,
2023,213210,Uttarakhand,TEHRI GARHWAL,Non-Aspirational,Gen,7,Girls,10000,
2023,202510,Andhra Pradesh,VIZIANAGARAM,Aspirational,OBC,9,Boys,10000,
2023,221989,Gujarat,Dang,Non-Aspirational,ST,8,Boys,10000,70.0
2023,214123,Karnataka,DAVANGERE,Non-Aspirational,OBC,7,Girls,10000,
2023,227608,Uttarakhand,NAINITAL,Non-Aspirational,Gen,9,Boys,10000,
2023,221078,Kerala,ERNAKULAM,Non-Aspirational,Gen,9,Girls,10000,
2023,234038,Haryana,JIND,Non-Aspirational,Gen,8,Boys,10000,
2023,207811,Telangana,Jangaon,Non-Aspirational,SC,9,Boys,10000,
2023,217583,Karnataka,SHIVAMOGGA,Non-Aspirational,OBC,10,Girls,10000,
2023,237918,Gujarat,SURAT,Non-Aspirational,ST,7,Girls,10000,70.0
2023,217068,Chhattisgarh,BILASPUR(1),Non-Aspirational,OBC,10,Girls,10000,
2023,222705,Rajasthan,Nagaur,Non-Aspirational,SC,7,Girls,10000,80.0
2023,199043,Jharkhand,Purbi Singhbhum,Aspirational,Gen,9,Boys,10000,
2023,214117,Karnataka,DAVANGERE,Non-Aspirational,OBC,7,Girls,10000,
2023,221742,Gujarat,Navsari,Non-Aspirational,ST,7,Boys,10000,70.0
2023,200299,Odisha,Dhenkanal,Aspirational,OBC,6,Boys,10000,
2023,207925,Uttarakhand,Dehradun,Non-Aspirational,SC,9,Boys,10000,
2023,215203,Karnataka,RAMANAGARA,Non-Aspirational,OBC,9,Girls,10000,
2023,232039,Chhattisgarh,BASTAR,Aspirational,ST,6,Girls,10000,
2023,200869,Rajasthan,Jhalawar,Non-Aspirational,OBC,8,Girls,10000,80.0
2023,199993,Rajasthan,Kota,Non-Aspirational,OBC,10,Boys,10000,80.0
2023,223315,Karnataka,Mysuru,Non-Aspirational,OBC,7,Girls,10000,
2023,216835,Andhra Pradesh,EAST GODAVARI,Non-Aspirational,OBC,10,Girls,10000,
2023,209485,Chhattisgarh,BASTAR,Aspirational,ST,7,Boys,10000,
2023,228789,Andhra Pradesh,ANANTAPUR,Non-Aspirational,OBC,9,Boys,10000,
2023,241147,Maharashtra,PUNE,Non-Aspirational,OBC,8,Boys,10000,125.0
2023,211775,Bihar,BEGUSARAI,Aspirational,OBC,9,Girls,10000,104.0
2023,238233,Gujarat,ARVALLI,Non-Aspirational,ST,8,Girls,10000,70.0
2023,205773,Rajasthan,Nagaur,Non-Aspirational,OBC,10,Boys,10000,80.0
2023,200526,Jharkhand,PALAMU,Aspirational,OBC,7,Boys,10000,
2023,209016,Telangana,Karimnagar,Non-Aspirational,OBC,8,Girls,10000,
2023,199442,Rajasthan,Jaipur,Non-Aspirational,OBC,8,Boys,10000,80.0
2023,239671,Karnataka,RAMANAGARA,Non-Aspirational,OBC,9,Boys,10000,
2023,204973,Jharkhand,JAMTARA,Non-Aspirational,OBC,10,Boys,10000,
2023,213685,Chhattisgarh,KOREA,Non-Aspirational,OBC,7,Girls,10000,
2023,200549,Karnataka,RAICHUR,Aspirational,OBC,7,Boys,10000,
2023,229328,Telangana,Medchal-Malkajgiri,Non-Aspirational,Gen,9,Girls,10000,
2023,200411,Bihar,MUZAFFARPUR,Aspirational,OBC,7,Boys,10000,104.0
2023,226139,Karnataka,MANDYA,Non-Aspirational,OBC,6,Boys,10000,
2023,229514,Uttarakhand,chamoli,Non-Aspirational,Gen,9,Girls,10000,
2023,225924,Karnataka,DAKSHINA KANNADA,Non-Aspirational,OBC,6,Boys,10000,
2023,208986,Telangana,Hyderabad,Non-Aspirational,OBC,8,Girls,10000,
2023,202613,Bihar,KATIHAR,Aspirational,OBC,9,Boys,10000,104.0
2023,219376,Gujarat,Mahisagar,Non-Aspirational,OBC,8,Boys,10000,70.0
2023,221938,Chhattisgarh,DHAMTARI,Non-Aspirational,ST,8,Boys,10000,
2023,217536,Karnataka,KOLAR,Non-Aspirational,OBC,10,Girls,10000,
2023,212248,Telangana,Mahabubabad,Non-Aspirational,ST,10,Boys,10000,
2023,200658,Rajasthan,Dausa,Non-Aspirational,SC,6,Boys,10000,80.0
2023,199062,Madhya Pradesh,GUNA,Aspirational,Gen,9,Boys,10000,
2023,235770,Maharashtra,SATARA,Non-Aspirational,OBC,7,Boys,10000,125.0
2023,236833,Himachal Pradesh,SOLAN,Non-Aspirational,SC,9,Girls,10000,
2023,234358,Maharashtra,RATNAGIRI,Non-Aspirational,Gen,8,Boys,10000,125.0
2023,229497,Uttarakhand,RUDRA PRAYAG,Non-Aspirational,Gen,9,Girls,10000,
2023,214430,Bihar,SUPAUL,Non-Aspirational,OBC,9,Girls,10000,104.0
2023,222596,Kerala,THIRUVANANTHAPURAM,Non-Aspirational,SC,7,Girls,10000,
2023,198171,Punjab,Firozpur,Aspirational,Gen,9,Boys,10000,30.0
2023,241183,Meghalaya,EAST KHASI HILLS,Non-Aspirational,OBC,8,Boys,10000,
2023,209041,Telangana,Mahabubabad,Non-Aspirational,OBC,8,Girls,10000,
2023,215884,Telangana,Jayashankar Bhupalpally,Non-Aspirational,OBC,9,Girls,10000,
2023,231239,Odisha,Sonepur,Non-Aspirational,OBC,6,Girls,10000,
2023,227115,Madhya Pradesh,NEEMUCH,Non-Aspirational,Gen,9,Boys,10000,
2023,219029,Bihar,ROHTAS,Non-Aspirational,OBC,8,Boys,10000,104.0
2023,229134,Odisha,Bhadrak,Non-Aspirational,Gen,9,Girls,10000,
2023,205850,Telangana,Kamareddy,Non-Aspirational,OBC,10,Boys,10000,
2023,213390,Rajasthan,Jaipur,Non-Aspirational,ST,10,Girls,10000,80.0
2023,230838,Karnataka,HASSAN,Non-Aspirational,OBC,6,Girls,10000,
2023,213770,Gujarat,MAHESANA,Non-Aspirational,OBC,7,Girls,10000,70.0
2023,233429,Kerala,KOZHIKODE,Non-Aspirational,Gen,7,Boys,10000,
2023,223498,Karnataka,VIJAYAPURA,Non-Aspirational,OBC,7,Girls,10000,
2023,210768,Karnataka,YADGIR,Aspirational,OBC,6,Girls,10000,
2023,221321,Madhya Pradesh,Indore,Non-Aspirational,SC,10,Boys,10000,
2023,225838,Karnataka,BAGALKOTE,Non-Aspirational,OBC,6,Boys,10000,
